Unnamed: 0,Stock Symbol,Price,Beta,Net,Weighted Net,Sector,Industry
1694,NPV,14.91,0.184873,-0.03125,0.002742727580998595,Financial Services,Asset Management
1695,NIQ,14.27,0.0,-0.06770833333333331,-0.11957498982404555,Financial Services,Asset Management
1696,NVT,18.34,1.482467,-0.03125,-0.2977046101345787,Industrials,Electrical Equipment & Parts
1697,NVR,3270.71,0.996638,0.010416666666666685,0.15454838669123394,Consumer Cyclical,Residential Construction
1698,CTEST,0.0,0.0,,,Other,Other
1699,OAC,10.45,0.0,,,Financial Services,Shell Companies
1700,OXY,16.71,1.980952,-0.0625,-0.9603924605496679,Energy,Oil & Gas E&P
1701,OII,5.82,3.321008,-0.052083333333333315,-0.2975544763398149,Energy,Oil & Gas Equipment & Services
1702,OCN,0.6091,1.60168,-0.11979166666666669,-0.07721795566426712,Financial Services,Mortgage Finance
1703,OFG,12.92,1.664985,0.020833333333333315,-0.30365635061638113,Financial Services,Banks—Regional
1704,OGE,30.96,0.712044,-0.057291666666666685,-0.4017750174626695,Utilities,Utilities—Regulated Electric
1705,OI,8.63,1.635854,0.0,-0.5479808555942226,Consumer Cyclical,Packaging & Containers
1706,OIS,4.19,3.473949,-0.07291666666666669,-0.8369360253445932,Energy,Oil & Gas Equipment & Services
1707,ODC,33.7,0.845378,-0.010416666666666685,0.1082026520542268,Basic Materials,Specialty Chemicals
1708,ORI,15.94,0.852661,0.015625,-0.34317001950101156,Financial Services,Insurance—Diversified
1709,OLN,11.13,1.40168,-0.08333333333333331,-0.5343562617792237,Basic Materials,Specialty Chemicals
1710,OHI,30.57,0.839215,0.015625,-0.049133897846062174,Real Estate,REIT—Healthcare Facilities
1711,OMC,53.82,0.739495,-0.078125,-0.4780441358663933,Communication Services,Advertising Agencies
1712,ONDK,0.7827,1.393277,-0.09895833333333331,-1.3166083113635083,Financial Services,Credit Services
1713,OGS,75.14,0.270588,0.010416666666666685,-0.22617858004639202,Utilities,Utilities—Regulated Gas
1714,OLP,17.59,1.284033,-0.07291666666666669,-0.28135489066369446,Real Estate,REIT—Diversified
1715,OCFT,26.99,0.0,,,Technology,Software—Application
1716,OMF,23.51,2.47507,0.026041666666666685,0.19044910680968885,Financial Services,Credit Services
1717,OKE,26.72,2.121568,0.020833333333333315,-0.504901051110957,Energy,Oil & Gas Midstream
1718,ONE,4.2,0.143756,-0.109375,-0.7807280638421829,Consumer Defensive,Education & Training Services
1719,ONTO,35.43,0.0,,,Technology,Semiconductors
1720,OOMA,17.0,0.718146,0.0,0.1564839197146548,Communication Services,Telecom Services
1721,OPY,21.29,1.016806,-0.06770833333333331,-0.28852987643822936,Financial Services,Capital Markets
1722,ORCL,57.39,0.862184,-0.03125,0.03043682789392092,Technology,Software—Infrastructure
1723,ORAN,11.81,0.348255,-0.10416666666666669,-0.5196879178306979,Communication Services,Telecom Services
1724,ORC,4.43,1.268907,0.005208333333333315,-0.007618625015036197,Real Estate,REIT—Mortgage
1725,OEC,10.83,1.865546,-0.03125,-0.7810003036654616,Basic Materials,Specialty Chemicals
1726,ORN,2.71,1.098599,-0.078125,-0.2520085256325627,Industrials,Engineering & Construction
1727,IX,61.04,1.069767,0.015625,-0.3628887979411949,Financial Services,Credit Services
1728,ORA,62.15,0.668347,-0.015625,-0.04375857695575022,Utilities,Utilities—Renewable
1729,OSK,72.04,1.535574,0.020833333333333315,0.0019382176379958704,Industrials,Farm & Heavy Construction Machinery
1730,OR,10.57,0.555474,0.010416666666666685,0.09481119819017877,Basic Materials,Gold
1731,SFTW,10.16,0.0,,,Financial Services,Shell Companies
1732,OTIS,56.98,0.0,,,Industrials,Specialty Industrial Machinery
1733,OUT,13.38,1.513725,-0.010416666666666685,-0.10673414266009418,Real Estate,REIT—Specialty
1734,OSG,2.02,0.224128,-0.109375,0.24666880759847332,Energy,Oil & Gas Midstream
1735,OVV,9.85,4.852791,-0.09375,-0.2651945289368348,Energy,Oil & Gas E&P
1736,OMI,7.28,0.149019,-0.015625,0.4706554938613762,Healthcare,Medical Distribution
1737,OC,55.31,1.524369,-0.057291666666666685,0.1132415298652153,Industrials,Building Products & Equipment
1738,ORCC,12.35,0.0,,,Financial Services,Credit Services
1739,OXM,41.94,1.231932,-0.0625,-0.6187450596760399,Consumer Cyclical,Apparel Manufacturing
1740,ROYT,0.333,2.458263,-0.078125,-0.2832967090731974,Energy,Oil & Gas E&P
1741,PACD,0.4638,2.843697,-0.19791666666666669,-2.047887576460292,Energy,Oil & Gas Drilling
1742,PCG,9.09,1.105322,-0.09375,-0.0011072894202815362,Utilities,Utilities—Regulated Electric
1743,PCGU,96.45,1.105322,,,Utilities,Utilities—Regulated Electric
1744,PKG,98.89,1.272268,0.0,-7.057754364489868e-05,Consumer Cyclical,Packaging & Containers
1745,PD,28.22,0.0,,,Technology,Software—Application
1746,PAGS,37.17,1.460288,0.06770833333333331,0.7254394464231563,Technology,Software—Infrastructure
1747,PANW,248.96,1.194397,0.052083333333333315,0.06517293729757453,Technology,Software—Infrastructure
1748,PAM,11.36,1.125866,-0.08854166666666669,-0.7853187188373031,Utilities,Utilities—Regulated Electric
1749,PHX,2.49,1.229691,-0.23958333333333331,-1.7985688097799888,Energy,Oil & Gas E&P
1750,PARR,8.62,1.771988,-0.06770833333333331,-0.43028940976134106,Energy,Oil & Gas Refining & Marketing
1751,PAR,29.52,1.464985,0.015625,0.33627653206918473,Technology,Software—Application
1752,PGRE,7.27,1.041456,-0.026041666666666685,-0.6618523690496173,Real Estate,REIT—Office
1753,PKE,10.72,0.703641,-0.08854166666666669,-0.428581476429405,Industrials,Aerospace & Defense
1754,PK,9.65,2.084116,-0.15625,-0.7907113519023214,Real Estate,REIT—Hotel & Motel
1755,PH,175.4,1.672829,-0.015625,0.0556918146888853,Industrials,Specialty Industrial Machinery
1756,PE,10.44,2.133893,-0.041666666666666685,-0.258292633802785,Energy,Oil & Gas E&P
1757,PSN,34.3,0.0,,,Industrials,Specialty Industrial Machinery
1758,PRTY,1.32,2.898599,-0.0625,-0.2558021955559152,Consumer Cyclical,Specialty Retail
1759,PAYC,309.0,1.540616,0.19791666666666669,0.8385159407832341,Technology,Software—Application
1760,PBF,8.67,2.721568,-0.07291666666666669,-0.8910594818193275,Energy,Oil & Gas Refining & Marketing
1761,PBFX,9.02,1.768067,-0.11458333333333331,-0.41936595203645954,Energy,Oil & Gas Midstream
1762,BTU,2.87,1.507699,-0.08854166666666669,-1.9055050382043293,Energy,Thermal Coal
1763,PSO,7.17,-0.380813,-0.08333333333333331,-0.6572130271168203,Communication Services,Publishing
1764,PEB,11.45,1.690196,-0.109375,-0.8543731642513723,Real Estate,REIT—Hotel & Motel
1765,PBA,23.52,1.804931,0.026041666666666685,-0.12240183685601123,Energy,Oil & Gas Midstream
1766,PEI,1.28,2.116526,-0.03125,-0.7137424425417697,Real Estate,REIT—Retail
1767,PFSI,41.13,1.165266,0.052083333333333315,0.5971170620493574,Financial Services,Mortgage Finance
1768,PMT,17.62,1.160224,0.0625,0.35661779417211137,Real Estate,REIT—Mortgage
1769,PAG,40.89,1.671708,-0.026041666666666685,-0.04995414663368286,Consumer Cyclical,Auto & Truck Dealerships
1770,PNR,38.45,1.313725,-0.041666666666666685,-0.1433426434182877,Industrials,Specialty Industrial Machinery
1771,PEN,191.87,0.634408,0.052083333333333315,0.28260204503629316,Healthcare,Medical Devices
1772,PFGC,26.32,1.347647,0.020833333333333315,0.04789675168654634,Consumer Defensive,Food Distribution
1773,PKI,101.47,1.361344,0.0,0.010481677949611419,Healthcare,Diagnostics & Research
1774,PBT,3.4,0.953501,-0.11979166666666669,-0.5871826581593903,Energy,Oil & Gas E&P
1775,PVL,1.16,1.703081,-0.03125,-0.30710968142736134,Energy,Oil & Gas E&P
1776,PRT,2.51,1.33961,-0.06770833333333331,-0.3142944765501171,Energy,Oil & Gas E&P
1777,PRGO,55.17,1.207843,0.036458333333333315,0.18103595986132628,Healthcare,Drug Manufacturers—Specialty & Generic
1778,PRSP,21.81,1.509415,-0.10416666666666669,0.10521107987776962,Technology,Information Technology Services
1779,PTR,35.97,0.974418,-0.13541666666666669,-0.6906106738354445,Energy,Oil & Gas Integrated
1780,PBR,8.7,2.022324,-0.03125,-0.3313281118666584,Energy,Oil & Gas Integrated
1781,PFE,33.83,0.679551,-0.041666666666666685,-0.4613153609118178,Healthcare,Drug Manufacturers—General
1782,GHY,12.93,0.0,-0.057291666666666685,-0.14223280056691404,Financial Services,Asset Management
1783,ISD,13.5,0.0,-0.046875,-0.11620935241935892,Financial Services,Asset Management
1784,PGTI,15.56,1.506442,0.0625,-0.05228733422860308,Industrials,Building Products & Equipment
1785,PM,72.96,0.783753,0.010416666666666685,-0.051678298435121714,Consumer Defensive,Tobacco
1786,PSX,61.06,1.612885,-0.06770833333333331,-0.42177223583784573,Energy,Oil & Gas Refining & Marketing
1787,PSXP,31.24,1.287394,-0.057291666666666685,-0.21768007184485252,Energy,Oil & Gas Midstream
1788,FENG,1.76,1.818487,-0.140625,0.5722273928278733,Communication Services,Internet Content & Information
1789,DNK,10.4992,0.0,,,Real Estate,Real Estate Services
1790,PHR,29.31,0.0,,,Healthcare,Health Information Services
1791,DOC,16.79,0.815686,0.005208333333333315,-0.05543728272798439,Real Estate,REIT—Healthcare Facilities
1792,PDM,15.55,0.745658,-0.036458333333333315,-0.18275412082881742,Real Estate,REIT—Office
1793,PCQ,16.42,0.327731,-0.026041666666666685,-0.18843441678047296,Financial Services,Asset Management
1794,PCK,8.99,0.286274,-0.005208333333333315,-0.06015675060543647,Financial Services,Asset Management
1795,PZC,10.355,0.221288,0.010416666666666685,-0.11655401298102595,Financial Services,Asset Management
1796,PCM,9.44,0.719327,-0.046875,-0.13597199465860765,Financial Services,Asset Management
1797,PTY,15.31,0.805602,0.03125,-0.06292492253308737,Financial Services,Asset Management
1798,PCN,15.61,0.754061,0.005208333333333315,-0.013814889659309628,Financial Services,Asset Management
1799,PCI,18.56,0.0,-0.041666666666666685,-0.20234287934456174,Financial Services,Asset Management
1800,PDI,24.49,0.0,-0.046875,-0.25406689761169576,Financial Services,Asset Management
1801,NRGX,6.71,0.0,,,,
1802,PGP,8.1,1.029131,-0.026041666666666685,-0.34950680432805326,Financial Services,Asset Management
1803,PHK,5.27,0.906442,-0.041666666666666685,-0.4629091733276183,Financial Services,Asset Management
1804,PKO,22.95,0.0,-0.036458333333333315,-0.16342637386559247,Financial Services,Asset Management
1805,PFL,10.0,0.723249,-0.03125,-0.14972172741330908,Financial Services,Asset Management
1806,PFN,8.91,0.733893,-0.026041666666666685,-0.1439196763362188,Financial Services,Asset Management
1807,PMF,13.43,0.272268,-0.06770833333333331,-0.1388269045171181,Financial Services,Asset Management
1808,PML,13.65,0.233053,-0.015625,-0.16711383895480644,Financial Services,Asset Management
1809,PMX,11.39,0.287955,-0.08854166666666669,-0.18296850730995184,Financial Services,Asset Management
1810,PNF,11.69,0.230252,-0.09895833333333331,-0.2046446119903336,Financial Services,Asset Management
1811,PNI,10.72,0.321008,-0.0625,-0.18685102404963244,Financial Services,Asset Management
1812,PYN,9.2201,0.35182,-0.07291666666666669,-0.12865440840107834,Financial Services,Asset Management
1813,RCS,6.52,0.758543,-0.109375,-0.46227628085831984,Financial Services,Asset Management
1814,PING,33.99,0.0,,,Technology,Software—Infrastructure
1815,PNW,78.26,0.322689,-0.03125,-0.26457367390198394,Utilities,Utilities—Regulated Electric
1816,PINS,26.56,0.0,,,Communication Services,Internet Content & Information
1817,PHD,9.55,0.755742,0.005208333333333315,-0.1900642425425324,Financial Services,Asset Management
1818,PHT,7.67,0.877871,-0.010416666666666685,-0.15468440388327026,Financial Services,Asset Management
1819,MAV,10.86,0.157422,-0.06770833333333331,-0.16373421058208684,Financial Services,Asset Management
1820,MHI,11.71,0.110364,-0.026041666666666685,-0.14439635931273398,Financial Services,Asset Management
1821,PXD,92.44,1.780392,-0.052083333333333315,-0.3284041703286383,Energy,Oil & Gas E&P
1822,PIPR,59.28,1.369187,,,Financial Services,Capital Markets
1823,PBI,2.53,2.57535,-0.06770833333333331,-0.6110067721178201,Industrials,Business Equipment & Supplies
1824,PIC,10.25,0.0,,,Financial Services,Shell Companies
1825,PJT,49.63,0.821731,-0.036458333333333315,0.11653548016300908,Financial Services,Capital Markets
1826,PAA,8.41,2.312605,-0.15104166666666669,-0.6335878965717768,Energy,Oil & Gas Midstream
1827,PAGP,8.59,2.324929,-0.036458333333333315,-0.6453028840217756,Energy,Oil & Gas Midstream
1828,PLNT,57.11,1.178043,0.026041666666666685,0.06445895736558022,Consumer Cyclical,Leisure
1829,PLT,14.76,2.063305,0.0,-0.3615049822210214,Technology,Communication Equipment
1830,AGS,3.43,2.855595,-0.078125,-0.9697084613924324,Consumer Cyclical,Gambling
1831,PHI,27.68,0.143571,0.03125,0.13700960046502897,Communication Services,Telecom Services
1832,PLYM,12.43,1.406008,0.026041666666666685,0.056681494369852134,Real Estate,REIT—Industrial
1833,PNC,101.6,1.264985,0.010416666666666685,-0.25891001568544014,Financial Services,Banks—Regional
1834,PNM,38.87,0.545658,-0.046875,-0.21446449731826706,Utilities,Utilities—Regulated Electric
1835,PII,94.06,2.131652,-0.03125,0.17450656201944373,Consumer Cyclical,Recreational Vehicles
1836,POL,25.41,1.85042,-0.13020833333333331,-0.09845124447749347,Basic Materials,Specialty Chemicals
1837,POR,42.11,0.318207,0.005208333333333315,-0.24924533046259087,Utilities,Utilities—Regulated Electric
1838,PKX,38.51,1.013086,-0.10416666666666669,-0.5042912373754616,Basic Materials,Steel
1839,POST,87.0,0.629131,-0.052083333333333315,-0.27939560359679155,Consumer Defensive,Packaged Foods
1840,PSTL,15.13,0.0,,,Real Estate,REIT—Office
1841,PPG,107.04,1.27675,-0.078125,-0.155368170483225,Basic Materials,Specialty Chemicals
1842,PPX,0.0,0.0,-0.09895833333333331,-0.17806671422468792,Other,Other
1843,PPL,25.25,0.764145,-0.010416666666666685,-0.2552924774242081,Utilities,Utilities—Regulated Electric
1844,PYS,0.0,0.0,-0.015625,0.010814650435504398,Other,Other
1845,PYT,0.0,0.0,-0.09895833333333331,-0.10938232210955057,Other,Other
1846,PQG,12.88,0.96327,-0.09375,-0.3046202451818204,Basic Materials,Specialty Chemicals
1847,PDS,0.6065,3.817984,-0.109375,-0.7360115647328649,Energy,Oil & Gas Drilling
1848,APTS,7.26,0.814005,-0.09375,-0.6443097402413155,Real Estate,REIT—Residential
1849,PBH,36.54,0.80056,0.005208333333333315,-0.052256255827342675,Healthcare,Medical Distribution
1850,PVG,8.45,1.1153,-0.020833333333333315,-0.04766829084781611,Basic Materials,Gold
1851,PRI,113.12,1.377591,0.0,-0.005100099680828793,Financial Services,Insurance—Life
1852,PRMW,13.28,1.273386,,,Consumer Defensive,Beverages—Non-Alcoholic
1853,PGZ,11.9,0.0,0.036458333333333315,-0.3995268166840348,Financial Services,Asset Management
1854,PRA,14.46,0.259943,-0.06770833333333331,-1.1088870136858826,Financial Services,Insurance—Property & Casualty
1855,PG,123.89,0.404481,0.03125,0.07354479782763004,Consumer Defensive,Household & Personal Products
1856,PGR,80.76,0.508683,0.010416666666666685,0.11904928815614055,Financial Services,Insurance—Property & Casualty
1857,PLD,94.82,0.956862,0.11979166666666669,0.3030729178092578,Real Estate,REIT—Industrial
1858,PUMP,4.45,3.328996,-0.036458333333333315,-0.4259611684023896,Energy,Oil & Gas Equipment & Services
1859,PRO,42.81,1.50028,-0.026041666666666685,0.25075527631879596,Technology,Software—Application
1860,PROS,9.43,0.0,,,Financial Services,Insurance—Specialty
1861,PBB,0.0,0.0,-0.11979166666666669,-0.11177533885688236,Other,Other
1862,PBC,0.0,0.0,-0.11458333333333331,-0.013556371224052155,Other,Other
1863,PBY,0.0,0.0,-0.03125,-0.02344931204883738,Other,Other
1864,PB,54.42,1.47675,-0.06770833333333331,-0.24346507340075776,Financial Services,Banks—Regional
1865,PRLB,112.17,1.742296,0.046875,-0.1208997289889023,Industrials,Metal Fabrication
1866,PFS,13.45,1.014005,-0.10416666666666669,-0.6352347980811313,Financial Services,Banks—Regional
1867,PJH,0.0,0.0,-0.140625,-0.11932144903279226,Other,Other
1868,PRH,0.0,0.0,-0.125,-0.09267117361522441,Other,Other
1869,PRS,0.0,0.0,-0.078125,-0.058449293623702755,Other,Other
1870,PRU,60.54,1.709243,0.015625,-0.3296557026890863,Financial Services,Insurance—Life
1871,PUK,31.67,1.138372,-0.07291666666666669,-0.022163896909071872,Financial Services,Insurance—Life
1872,PSB,131.89,0.45042,0.015625,-0.1566504153943078,Real Estate,REIT—Diversified
1873,TLK,21.24,0.138568,-0.041666666666666685,-0.3806051176415511,Communication Services,Telecom Services
1874,PEG,50.59,0.577591,-0.041666666666666685,-0.22927226786772378,Utilities,Utilities—Diversified
1875,PSA,194.43,0.129971,-0.06770833333333331,-0.24351846245626674,Real Estate,REIT—Industrial
1876,PHM,35.01,1.341736,0.057291666666666685,0.2060526872877015,Consumer Cyclical,Residential Construction
1877,PSTG,17.3,1.643529,0.036458333333333315,0.029398630963689987,Technology,Computer Hardware
1878,PMM,7.6,0.20112,-0.020833333333333315,-0.08645558146444991,Financial Services,Asset Management
1879,PIM,4.12,0.442577,-0.06770833333333331,-0.20038350308936093,Financial Services,Asset Management
1880,PMO,13.08,0.235854,-0.046875,-0.06656189254905022,Financial Services,Asset Management
1881,PPT,4.73,0.462184,-0.015625,-0.1441471895765768,Financial Services,Asset Management
1882,NEW,7.87,1.690364,-0.052083333333333315,0.48690323701368293,Consumer Defensive,Education & Training Services
1883,PVH,44.37,2.064985,-0.140625,-0.6672603564467174,Consumer Cyclical,Apparel Manufacturing
1884,PZN,5.03,1.50084,-0.041666666666666685,-0.40963440855476235,Financial Services,Asset Management
1885,QTWO,91.4,1.577591,0.057291666666666685,0.4698632613539993,Technology,Software—Application
1886,QEP,1.22,4.861624,-0.09375,-0.2301519987084343,Energy,Oil & Gas E&P
1887,QGEN,45.31,0.313165,-0.005208333333333315,0.05186398799175775,Healthcare,Diagnostics & Research
1888,QTS,64.51,0.533333,0.03125,0.3727712625197024,Real Estate,REIT—Industrial
1889,QUAD,3.25,1.8521,-0.06770833333333331,-0.7376869733546055,Industrials,Specialty Business Services
1890,KWR,186.49,1.522128,0.020833333333333315,-0.08620030679958181,Basic Materials,Specialty Chemicals
1891,NX,13.06,1.629691,-0.041666666666666685,-0.10983096025846578,Industrials,Building Products & Equipment
